id,name,website,platform,handle,profile_url,active,notes
035-youtube,"Council on Energy, Environment and Water",https://www.ceew.in,YouTube,channel/UCNF-vGnm1jdA_jhrIpk84Tg,https://www.youtube.com/channel/UCNF-vGnm1jdA_jhrIpk84Tg,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/council-on-energy-environment-and-water-ceew/ | Directory-listed account; institutional backlink was not accessible in this review.
035-x,"Council on Energy, Environment and Water",https://www.ceew.in,X,CEEWIndia,https://x.com/CEEWIndia,true,Verified — discovered on official website scan | Source: https://www.ceew.in/ | Discovered from https://www.ceew.in via playwright.
035-linkedin,"Council on Energy, Environment and Water",https://www.ceew.in,LinkedIn,company/council-on-energy-environment-and-water,https://www.linkedin.com/company/council-on-energy-environment-and-water,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/council-on-energy-environment-and-water-ceew/ | Directory-listed account; institutional backlink was not accessible in this review.
035-instagram,"Council on Energy, Environment and Water",https://www.ceew.in,Instagram,ceewindia,https://www.instagram.com/ceewindia/,true,Verified — discovered on official website scan | Source: https://www.ceew.in/ | Discovered from https://www.ceew.in via playwright.
035-facebook,"Council on Energy, Environment and Water",https://www.ceew.in,Facebook,CEEWIndia,https://www.facebook.com/CEEWIndia/,true,Verified — discovered on official website scan | Source: https://www.ceew.in/ | Discovered from https://www.ceew.in via playwright.
036-youtube,CSIS (Center for Strategic and International Studies),https://www.csis.org,YouTube,user/csisdc,https://www.youtube.com/user/csisdc,true,Verified — institutional link | Source: https://www.csis.org
036-x,CSIS (Center for Strategic and International Studies),https://www.csis.org,X,csis,https://x.com/csis,true,Verified — institutional link | Source: https://www.csis.org
036-linkedin,CSIS (Center for Strategic and International Studies),https://www.csis.org,LinkedIn,company/csis,https://www.linkedin.com/company/csis,true,Verified — institutional link | Source: https://www.csis.org
036-instagram,CSIS (Center for Strategic and International Studies),https://www.csis.org,Instagram,csis,https://www.instagram.com/csis,true,Verified — institutional link | Source: https://www.csis.org
036-facebook,CSIS (Center for Strategic and International Studies),https://www.csis.org,Facebook,CSIS.org,https://www.facebook.com/CSIS.org,true,Verified — institutional link | Source: https://www.csis.org
037-youtube,CUTS International,https://cuts-international.org,YouTube,channel/UCMAhUM4KWSlLdT45TnuXSXg,https://www.youtube.com/channel/UCMAhUM4KWSlLdT45TnuXSXg,true,Verified — institutional link | Source: https://cuts-international.org
037-x,CUTS International,https://cuts-international.org,X,CUTS_Inter,https://x.com/CUTS_Inter,true,Verified — institutional link | Source: https://cuts-international.org
037-linkedin,CUTS International,https://cuts-international.org,LinkedIn,company/cuts-international,https://www.linkedin.com/company/cuts-international,true,Verified — institutional link | Source: https://cuts-international.org
037-instagram,CUTS International,https://cuts-international.org,Instagram,cutsint,https://www.instagram.com/cutsint,true,Verified — institutional link | Source: https://cuts-international.org
037-facebook,CUTS International,https://cuts-international.org,Facebook,cutsjaipur,https://www.facebook.com/cutsjaipur,true,Verified — institutional link | Source: https://cuts-international.org
038-youtube,Delhi Policy Group,https://www.delhipolicygroup.org,YouTube,@dpg_org,https://www.youtube.com/@dpg_org,true,Verified — institutional link | Source: https://www.delhipolicygroup.org
038-x,Delhi Policy Group,https://www.delhipolicygroup.org,X,DPG_ORG,https://x.com/DPG_ORG,true,Verified — institutional link | Source: https://www.delhipolicygroup.org
038-linkedin,Delhi Policy Group,https://www.delhipolicygroup.org,LinkedIn,company/delhi-policy-group,https://www.linkedin.com/company/delhi-policy-group,true,Verified — institutional link | Source: https://www.delhipolicygroup.org
038-instagram,Delhi Policy Group,https://www.delhipolicygroup.org,Instagram,dpg_org,https://www.instagram.com/dpg_org,true,Verified — institutional link | Source: https://www.delhipolicygroup.org
038-facebook,Delhi Policy Group,https://www.delhipolicygroup.org,Facebook,DelhiPolicyGroup,https://www.facebook.com/DelhiPolicyGroup,true,Verified — institutional link | Source: https://www.delhipolicygroup.org
039-youtube,Development Alternatives,https://www.devalt.org,YouTube,user/DevaltDelhi,https://www.youtube.com/user/DevaltDelhi,true,Verified — institutional link | Source: https://devalt.org/
039-x,Development Alternatives,https://www.devalt.org,X,DAperspectives,https://x.com/DAperspectives,true,Verified — institutional link | Source: https://devalt.org/
039-linkedin,Development Alternatives,https://www.devalt.org,LinkedIn,company/development-alternatives,https://www.linkedin.com/company/development-alternatives,true,Verified — institutional link | Source: https://devalt.org/
039-instagram,Development Alternatives,https://www.devalt.org,Instagram,developmentalternatives,https://www.instagram.com/developmentalternatives,true,Verified — institutional link | Source: https://devalt.org/
039-facebook,Development Alternatives,https://www.devalt.org,Facebook,DevaltOfficial,https://www.facebook.com/DevaltOfficial,true,Verified — institutional link | Source: https://devalt.org/
040-youtube,DIIS (Danish Institute for International Studies),https://www.diis.dk/en,YouTube,@DIISpublish,https://www.youtube.com/@DIISpublish,true,Verified — institutional link | Source: https://www.diis.dk/en
040-linkedin,DIIS (Danish Institute for International Studies),https://www.diis.dk/en,LinkedIn,company/danish-institute-for-international-studies,https://www.linkedin.com/company/danish-institute-for-international-studies,true,Verified — institutional link | Source: https://www.diis.dk/en
041-linkedin,East Asia Institute,https://www.eai.or.kr/main/english/,LinkedIn,company/east-asia-institute,https://www.linkedin.com/company/east-asia-institute,true,Corroborated — LinkedIn organization page | Source: https://www.linkedin.com/company/east-asia-institute | LinkedIn page website matches eai.or.kr.
042-youtube,ECFR,https://ecfr.eu,YouTube,c/ECFRTV,https://www.youtube.com/c/ECFRTV,true,Verified — institutional link | Source: https://ecfr.eu
042-x,ECFR,https://ecfr.eu,X,ecfr,https://x.com/ecfr,true,Verified — institutional link | Source: https://ecfr.eu
042-linkedin,ECFR,https://ecfr.eu,LinkedIn,company/european-council-on-foreign-relations,https://www.linkedin.com/company/european-council-on-foreign-relations,true,Verified — institutional link | Source: https://ecfr.eu
042-instagram,ECFR,https://ecfr.eu,Instagram,ecfr.eu,https://www.instagram.com/ecfr.eu,true,Verified — institutional link | Source: https://ecfr.eu
043-youtube,Foreign Policy Research Institute,https://www.fpri.org,YouTube,channel/UCYB1ercr0h50goIy2yEMvIA,https://www.youtube.com/channel/UCYB1ercr0h50goIy2yEMvIA,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/foreign-policy-research-institute/ | Directory-listed account; institutional backlink was not accessible in this review.
043-x,Foreign Policy Research Institute,https://www.fpri.org,X,fpri,https://x.com/fpri/,true,Verified — discovered on official website scan | Source: https://www.fpri.org/ | Discovered from https://www.fpri.org via fetch.
043-linkedin,Foreign Policy Research Institute,https://www.fpri.org,LinkedIn,company/foreign-policy-research-institute,https://www.linkedin.com/company/foreign-policy-research-institute,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/foreign-policy-research-institute/ | Directory-listed account; institutional backlink was not accessible in this review.
043-facebook,Foreign Policy Research Institute,https://www.fpri.org,Facebook,FPRInews,https://www.facebook.com/FPRInews/,true,Verified — discovered on official website scan | Source: https://www.fpri.org/ | Discovered from https://www.fpri.org via fetch.
044-youtube,Foundation for Defense of Democracies,https://www.fdd.org,YouTube,c/FoundationforDefenseofDemocracies-FDD,https://www.youtube.com/c/FoundationforDefenseofDemocracies-FDD,true,Verified — institutional link | Source: https://www.fdd.org
044-x,Foundation for Defense of Democracies,https://www.fdd.org,X,fdd,https://x.com/fdd,true,Verified — institutional link | Source: https://www.fdd.org
044-linkedin,Foundation for Defense of Democracies,https://www.fdd.org,LinkedIn,company/foundation-for-defense-of-democracies,https://www.linkedin.com/company/foundation-for-defense-of-democracies,true,Verified — institutional link | Source: https://www.fdd.org
044-instagram,Foundation for Defense of Democracies,https://www.fdd.org,Instagram,fdd_org,https://www.instagram.com/fdd_org,true,Verified — institutional link | Source: https://www.fdd.org
044-facebook,Foundation for Defense of Democracies,https://www.fdd.org,Facebook,followFDD,https://www.facebook.com/followFDD,true,Verified — institutional link | Source: https://www.fdd.org
045-youtube,Gateway House: Indian Council on Global Relations,https://www.gatewayhouse.in,YouTube,channel/UCRIjNjS_T48odMrxTylxIxg,https://www.youtube.com/channel/UCRIjNjS_T48odMrxTylxIxg,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/%E0%A4%97%E0%A5%87%E0%A4%9F%E0%A4%B5%E0%A5%87-%E0%A4%B9%E0%A4%BE%E0%A4%89%E0%A4%B8%E0%A5%A4-%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4%E0%A5%80%E0%A4%AF-%E0%A4%B5%E0%A4%BF%E0%A4%A6%E0%A5%87%E0%A4%B6/ | Directory-listed account; institutional backlink was not accessible in this review.
045-x,Gateway House: Indian Council on Global Relations,https://www.gatewayhouse.in,X,gatewayhouseind,http://x.com/gatewayhouseind,true,Verified — discovered on official website scan | Source: https://www.gatewayhouse.in/ | Discovered from https://www.gatewayhouse.in via playwright.
045-linkedin,Gateway House: Indian Council on Global Relations,https://www.gatewayhouse.in,LinkedIn,company/gateway-house-indian-council-of-global-relations,https://www.linkedin.com/company/gateway-house-indian-council-of-global-relations,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/%E0%A4%97%E0%A5%87%E0%A4%9F%E0%A4%B5%E0%A5%87-%E0%A4%B9%E0%A4%BE%E0%A4%89%E0%A4%B8%E0%A5%A4-%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4%E0%A5%80%E0%A4%AF-%E0%A4%B5%E0%A4%BF%E0%A4%A6%E0%A5%87%E0%A4%B6/ | Directory-listed account; institutional backlink was not accessible in this review.
045-instagram,Gateway House: Indian Council on Global Relations,https://www.gatewayhouse.in,Instagram,gatewayhouse.in,https://www.instagram.com/gatewayhouse.in/,true,Verified — discovered on official website scan | Source: https://www.gatewayhouse.in/ | Discovered from https://www.gatewayhouse.in via playwright.
046-youtube,Heritage Foundation,https://www.heritage.org,YouTube,user/HeritageFoundation,https://www.youtube.com/user/HeritageFoundation,true,Verified — institutional link | Source: https://www.heritage.org
046-x,Heritage Foundation,https://www.heritage.org,X,heritage,https://x.com/heritage,true,Verified — institutional link | Source: https://www.heritage.org
046-linkedin,Heritage Foundation,https://www.heritage.org,LinkedIn,company/the-heritage-foundation,https://www.linkedin.com/company/the-heritage-foundation,true,Verified — institutional link | Source: https://www.heritage.org
046-instagram,Heritage Foundation,https://www.heritage.org,Instagram,heritagefoundation,https://www.instagram.com/heritagefoundation,true,Verified — institutional link | Source: https://www.heritage.org
046-facebook,Heritage Foundation,https://www.heritage.org,Facebook,heritagefoundation,https://www.facebook.com/heritagefoundation,true,Verified — institutional link | Source: https://www.heritage.org
047-youtube,Hoover Institution,https://www.hoover.org,YouTube,user/HooverInstitution,https://www.youtube.com/user/HooverInstitution,true,Verified — institutional link | Source: https://www.hoover.org
047-x,Hoover Institution,https://www.hoover.org,X,HooverInst,https://x.com/HooverInst,true,Verified — institutional link | Source: https://www.hoover.org
047-linkedin,Hoover Institution,https://www.hoover.org,LinkedIn,company/hoover-institution-at-stanford-university,https://www.linkedin.com/company/hoover-institution-at-stanford-university,true,Verified — institutional link | Source: https://www.hoover.org
047-instagram,Hoover Institution,https://www.hoover.org,Instagram,hooverinstitution,https://www.instagram.com/hooverinstitution,true,Verified — institutional link | Source: https://www.hoover.org
047-facebook,Hoover Institution,https://www.hoover.org,Facebook,HooverInstStanford,https://www.facebook.com/HooverInstStanford,true,Verified — institutional link | Source: https://www.hoover.org
048-youtube,Hudson Institute,https://www.hudson.org,YouTube,user/hudsoninstitute,https://www.youtube.com/user/hudsoninstitute,true,Verified — institutional link | Source: https://www.hudson.org
048-x,Hudson Institute,https://www.hudson.org,X,hudsoninstitute,https://x.com/hudsoninstitute,true,Verified — institutional link | Source: https://www.hudson.org
048-linkedin,Hudson Institute,https://www.hudson.org,LinkedIn,company/hudson-institute,https://www.linkedin.com/company/hudson-institute,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/hudson-institute/ | Directory-listed account; institutional backlink was not accessible in this review.
048-instagram,Hudson Institute,https://www.hudson.org,Instagram,hudsoninstitute,https://www.instagram.com/hudsoninstitute,true,Verified — institutional link | Source: https://www.hudson.org
048-facebook,Hudson Institute,https://www.hudson.org,Facebook,HudsonInstitute,https://www.facebook.com/HudsonInstitute,true,Verified — institutional link | Source: https://www.hudson.org
049-youtube,IAI (Istituto Affari Internazionali),https://www.iai.it/en,YouTube,user/IAIChannel,https://www.youtube.com/user/IAIChannel,true,Verified — institutional link | Source: https://www.iai.it/en
049-x,IAI (Istituto Affari Internazionali),https://www.iai.it/en,X,IAIonline,https://x.com/IAIonline,true,Verified — institutional link | Source: https://www.iai.it/en
049-linkedin,IAI (Istituto Affari Internazionali),https://www.iai.it/en,LinkedIn,company/istituto-affari-internazionali,https://www.linkedin.com/company/istituto-affari-internazionali,true,Verified — institutional link | Source: https://www.iai.it/en
049-instagram,IAI (Istituto Affari Internazionali),https://www.iai.it/en,Instagram,iai.insta,https://www.instagram.com/iai.insta,true,Verified — institutional link | Source: https://www.iai.it/en
049-facebook,IAI (Istituto Affari Internazionali),https://www.iai.it/en,Facebook,IAIonline,https://www.facebook.com/IAIonline,true,Verified — institutional link | Source: https://www.iai.it/en
050-youtube,Ifri (Institut français des relations internationales),https://www.ifri.org/en,YouTube,channel/UCpfLNjG97sWjGSKYiveWz3w,https://www.youtube.com/channel/UCpfLNjG97sWjGSKYiveWz3w,true,Verified — institutional link | Source: https://www.ifri.org/en/about-ifri
050-x,Ifri (Institut français des relations internationales),https://www.ifri.org/en,X,ifri_,https://x.com/ifri_,true,Verified — institutional link | Source: https://www.ifri.org/en/about-ifri
050-linkedin,Ifri (Institut français des relations internationales),https://www.ifri.org/en,LinkedIn,company/ifri,https://www.linkedin.com/company/ifri,true,Verified — institutional link | Source: https://www.ifri.org/en/about-ifri
050-instagram,Ifri (Institut français des relations internationales),https://www.ifri.org/en,Instagram,ifri_paris,https://www.instagram.com/ifri_paris,true,Verified — institutional link | Source: https://www.ifri.org/en/about-ifri
050-facebook,Ifri (Institut français des relations internationales),https://www.ifri.org/en,Facebook,IfriParis,https://www.facebook.com/IfriParis,true,Verified — institutional link | Source: https://www.ifri.org/en/about-ifri
051-youtube,IISD (International Institute for Sustainable Development),https://www.iisd.org,YouTube,user/iisdvideo,https://www.youtube.com/user/iisdvideo,true,Verified — institutional link | Source: https://www.iisd.org
051-x,IISD (International Institute for Sustainable Development),https://www.iisd.org,X,iisd_news,https://x.com/iisd_news,true,Verified — institutional link | Source: https://www.iisd.org
051-linkedin,IISD (International Institute for Sustainable Development),https://www.iisd.org,LinkedIn,company/international-institute-for-sustainable-development,https://www.linkedin.com/company/international-institute-for-sustainable-development,true,Verified — institutional link | Source: https://www.iisd.org
052-youtube,IISS (International Institute for Strategic Studies),https://www.iiss.org,YouTube,channel/UCYygxNuTTlq2neh6Fu6rP4Q,https://www.youtube.com/channel/UCYygxNuTTlq2neh6Fu6rP4Q,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/international-institute-for-strategic-studies/ | Directory-listed account; institutional backlink was not accessible in this review.
052-linkedin,IISS (International Institute for Strategic Studies),https://www.iiss.org,LinkedIn,company/international-institute-for-strategic-studies,https://www.linkedin.com/company/international-institute-for-strategic-studies,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/international-institute-for-strategic-studies/ | Directory-listed account; institutional backlink was not accessible in this review.
053-youtube,India Foundation,https://indiafoundation.in,YouTube,channel/UCoa562Q8QrgTAAyqNsx36oA,https://www.youtube.com/channel/UCoa562Q8QrgTAAyqNsx36oA,true,Verified — institutional link | Source: https://indiafoundation.in
053-x,India Foundation,https://indiafoundation.in,X,indfoundation,https://x.com/indfoundation,true,Verified — institutional link | Source: https://indiafoundation.in
053-linkedin,India Foundation,https://indiafoundation.in,LinkedIn,company/india-foundation-delhi,https://www.linkedin.com/company/india-foundation-delhi,true,Verified — institutional link | Source: https://indiafoundation.in
053-instagram,India Foundation,https://indiafoundation.in,Instagram,indiafoundation,https://www.instagram.com/indiafoundation,true,Verified — institutional link | Source: https://indiafoundation.in
053-facebook,India Foundation,https://indiafoundation.in,Facebook,IndiaFoundation,https://www.facebook.com/IndiaFoundation,true,Verified — institutional link | Source: https://indiafoundation.in
054-youtube,India Think Council,https://www.indiathink.org,YouTube,channel/UCA17X1xjY8MVFHwVyoNqYdg,https://www.youtube.com/channel/UCA17X1xjY8MVFHwVyoNqYdg,true,Verified — institutional link | Source: https://www.indiathink.org
054-x,India Think Council,https://www.indiathink.org,X,IndiathinkOrg,https://x.com/IndiathinkOrg,true,Verified — institutional link | Source: https://www.indiathink.org
054-linkedin,India Think Council,https://www.indiathink.org,LinkedIn,company/india-think-council,https://www.linkedin.com/company/india-think-council,true,Verified — institutional link | Source: https://www.indiathink.org
054-facebook,India Think Council,https://www.indiathink.org,Facebook,IndiaThink,https://www.facebook.com/IndiaThink,true,Verified — institutional link | Source: https://www.indiathink.org
055-youtube,Indian Council for Research on International Economic Relations,https://icrier.org,YouTube,channel/UCgiOH9iQULzxSsyIBnEjWrw,https://www.youtube.com/channel/UCgiOH9iQULzxSsyIBnEjWrw,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/indian-council-for-research-on-international-economic-relations/ | Directory-listed account; institutional backlink was not accessible in this review.
055-x,Indian Council for Research on International Economic Relations,https://icrier.org,X,icrier,https://x.com/icrier,true,Verified — discovered on official website scan | Source: https://icrier.org/ | Discovered from https://icrier.org via fetch.
055-linkedin,Indian Council for Research on International Economic Relations,https://icrier.org,LinkedIn,company/icrier,https://www.linkedin.com/company/icrier,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/indian-council-for-research-on-international-economic-relations/ | Directory-listed account; institutional backlink was not accessible in this review.
055-instagram,Indian Council for Research on International Economic Relations,https://icrier.org,Instagram,icrier.res.in,https://www.instagram.com/icrier.res.in/,true,Verified — discovered on official website scan | Source: https://icrier.org/ | Discovered from https://icrier.org via fetch.
055-facebook,Indian Council for Research on International Economic Relations,https://icrier.org,Facebook,ICRIER,https://www.facebook.com/ICRIER/,true,Verified — discovered on official website scan | Source: https://icrier.org/ | Discovered from https://icrier.org via fetch.
056-youtube,Indian Council of World Affairs,https://www.icwa.in,YouTube,channel/UC0D1OMKLR5eVNIGJ01qKmXg,https://www.youtube.com/channel/UC0D1OMKLR5eVNIGJ01qKmXg,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/indian-council-of-world-affairs/ | Directory-listed account; institutional backlink was not accessible in this review.
056-x,Indian Council of World Affairs,https://www.icwa.in,X,ICWA_NewDelhi,https://x.com/ICWA_NewDelhi,true,Verified — discovered on official website scan | Source: https://www.icwa.in/ | Discovered from https://www.icwa.in via playwright.
056-linkedin,Indian Council of World Affairs,https://www.icwa.in,LinkedIn,company/indian-council-of-world-affairs1,https://www.linkedin.com/company/indian-council-of-world-affairs1,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/indian-council-of-world-affairs/ | Directory-listed account; institutional backlink was not accessible in this review.
056-facebook,Indian Council of World Affairs,https://www.icwa.in,Facebook,Sapru.House,https://www.facebook.com/Sapru.House,true,Verified — discovered on official website scan | Source: https://www.icwa.in/ | Discovered from https://www.icwa.in via playwright.
057-youtube,Indira Gandhi Institute of Development Research,https://www.igidr.ac.in,YouTube,user/igidrhelpdesk,https://www.youtube.com/user/igidrhelpdesk,true,Verified — institutional link | Source: http://www.igidr.ac.in
057-x,Indira Gandhi Institute of Development Research,https://www.igidr.ac.in,X,Igidr_Mumbai,https://x.com/Igidr_Mumbai,true,Verified — institutional link | Source: http://www.igidr.ac.in
057-linkedin,Indira Gandhi Institute of Development Research,https://www.igidr.ac.in,LinkedIn,school/15095099,https://www.linkedin.com/school/15095099,true,Verified — institutional link | Source: http://www.igidr.ac.in
057-instagram,Indira Gandhi Institute of Development Research,https://www.igidr.ac.in,Instagram,igidr_official,https://www.instagram.com/igidr_official,true,Verified — institutional link | Source: http://www.igidr.ac.in
057-facebook,Indira Gandhi Institute of Development Research,https://www.igidr.ac.in,Facebook,145834332149375,https://www.facebook.com/pages/Igidr/145834332149375,true,Verified — institutional link | Source: http://www.igidr.ac.in
058-youtube,Institute for the Study of War,https://www.understandingwar.org,YouTube,channel/UCwRudqD0bS_hrA0DfU4BwOw,https://www.youtube.com/channel/UCwRudqD0bS_hrA0DfU4BwOw,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/institute-for-the-study-of-war/ | Directory-listed account; institutional backlink was not accessible in this review.
058-x,Institute for the Study of War,https://www.understandingwar.org,X,thestudyofwar,https://x.com/thestudyofwar,true,Verified — discovered on official website scan | Source: https://understandingwar.org/ | Discovered from https://www.understandingwar.org via fetch.
058-linkedin,Institute for the Study of War,https://www.understandingwar.org,LinkedIn,company/institute-for-the-study-of-war,https://www.linkedin.com/company/institute-for-the-study-of-war,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/institute-for-the-study-of-war/ | Directory-listed account; institutional backlink was not accessible in this review.
058-instagram,Institute for the Study of War,https://www.understandingwar.org,Instagram,thestudyofwar,https://www.instagram.com/thestudyofwar/?hl=en,true,Verified — discovered on official website scan | Source: https://understandingwar.org/ | Discovered from https://www.understandingwar.org via fetch.
058-facebook,Institute for the Study of War,https://www.understandingwar.org,Facebook,InstitutefortheStudyofWar,https://www.facebook.com/InstitutefortheStudyofWar,true,Verified — discovered on official website scan | Source: https://understandingwar.org/ | Discovered from https://www.understandingwar.org via fetch.
059-youtube,Institute of Economic Growth,https://www.iegindia.org,YouTube,channel/UChNRvZHTuw6mLXOXYBAAbfQ,https://www.youtube.com/channel/UChNRvZHTuw6mLXOXYBAAbfQ,true,Verified — institutional link | Source: https://iegindia.org/
059-x,Institute of Economic Growth,https://www.iegindia.org,X,iegresearch,https://x.com/iegresearch,true,Verified — institutional link | Source: https://iegindia.org/
059-linkedin,Institute of Economic Growth,https://www.iegindia.org,LinkedIn,company/institute-of-economics-growth,https://www.linkedin.com/company/institute-of-economics-growth,true,Verified — institutional link | Source: https://iegindia.org/
059-facebook,Institute of Economic Growth,https://www.iegindia.org,Facebook,InstituteofEconomicGrowth,https://www.facebook.com/InstituteofEconomicGrowth,true,Verified — institutional link | Source: https://iegindia.org/
060-x,Institute of Peace and Conflict Studies,https://www.ipcs.org,X,IPCSNewDelhi,https://x.com/IPCSNewDelhi,true,Verified — institutional link | Source: https://www.ipcs.org
060-linkedin,Institute of Peace and Conflict Studies,https://www.ipcs.org,LinkedIn,school/institute-of-peace-and-conflict-studies,https://www.linkedin.com/school/institute-of-peace-and-conflict-studies/,true,Corroborated — LinkedIn organization page | Source: https://www.linkedin.com/school/institute-of-peace-and-conflict-studies/ | LinkedIn school-style page for Institute of Peace and Conflict Studies; website matches ipcs.org.
060-facebook,Institute of Peace and Conflict Studies,https://www.ipcs.org,Facebook,ipcsnewdelhi,https://www.facebook.com/ipcsnewdelhi,true,Verified — institutional link | Source: https://www.ipcs.org
061-x,Integrated Research and Action for Development,https://irade.org,X,IRADe_Delhi,https://x.com/IRADe_Delhi,true,Verified — institutional link | Source: https://irade.org
061-linkedin,Integrated Research and Action for Development,https://irade.org,LinkedIn,company/integrated-research-for-action-development-irade-,https://www.linkedin.com/company/integrated-research-for-action-development-irade-,true,Verified — institutional link | Source: https://irade.org
061-facebook,Integrated Research and Action for Development,https://irade.org,Facebook,IRADeNewDelhi,https://www.facebook.com/IRADeNewDelhi,true,Verified — institutional link | Source: https://irade.org
062-youtube,International Crisis Group,https://www.crisisgroup.org,YouTube,user/crisisgroup,https://www.youtube.com/user/crisisgroup,true,Verified — institutional link | Source: https://www.crisisgroup.org
062-x,International Crisis Group,https://www.crisisgroup.org,X,CrisisGroup,https://x.com/CrisisGroup,true,Verified — institutional link | Source: https://www.crisisgroup.org
062-linkedin,International Crisis Group,https://www.crisisgroup.org,LinkedIn,company/international-crisis-group,https://www.linkedin.com/company/international-crisis-group,true,Verified — institutional link | Source: https://www.crisisgroup.org
062-instagram,International Crisis Group,https://www.crisisgroup.org,Instagram,crisisgroup,https://www.instagram.com/crisisgroup,true,Verified — institutional link | Source: https://www.crisisgroup.org
062-facebook,International Crisis Group,https://www.crisisgroup.org,Facebook,crisisgroup,https://www.facebook.com/crisisgroup,true,Verified — institutional link | Source: https://www.crisisgroup.org
063-youtube,International Republican Institute,https://www.iri.org,YouTube,user/iritv,https://www.youtube.com/user/iritv,true,Verified — institutional link | Source: https://www.iri.org
063-x,International Republican Institute,https://www.iri.org,X,IRIglobal,https://x.com/IRIglobal,true,Verified — institutional link | Source: https://www.iri.org
063-linkedin,International Republican Institute,https://www.iri.org,LinkedIn,company/international-republican-institute,https://www.linkedin.com/company/international-republican-institute,true,Verified — institutional link | Source: https://www.iri.org
063-instagram,International Republican Institute,https://www.iri.org,Instagram,IRIglobal,https://www.instagram.com/IRIglobal,true,Verified — institutional link | Source: https://www.iri.org
063-facebook,International Republican Institute,https://www.iri.org,Facebook,InternationalRepublicanInstitute,https://www.facebook.com/InternationalRepublicanInstitute,true,Verified — institutional link | Source: https://www.iri.org
064-youtube,ISPI (Italian Institute for International Political Studies),https://www.ispionline.it/en,YouTube,channel/UCAFKK8R_81qUvhPdjF-52nA,https://www.youtube.com/channel/UCAFKK8R_81qUvhPdjF-52nA,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/istituto-italiano-di-studi-politici-internazionali/ | Directory-listed account; institutional backlink was not accessible in this review.
064-x,ISPI (Italian Institute for International Political Studies),https://www.ispionline.it/en,X,ispionline,https://x.com/ispionline,true,Verified — discovered on official website scan | Source: https://www.ispionline.it/en | Discovered from https://www.ispionline.it/en via fetch.
064-linkedin,ISPI (Italian Institute for International Political Studies),https://www.ispionline.it/en,LinkedIn,company/ispi,https://www.linkedin.com/company/ispi,true,Corroborated — On Think Tanks directory | Source: https://onthinktanks.org/think-tank/istituto-italiano-di-studi-politici-internazionali/ | Directory-listed account; institutional backlink was not accessible in this review.
064-instagram,ISPI (Italian Institute for International Political Studies),https://www.ispionline.it/en,Instagram,ispigram,https://www.instagram.com/ispigram/,true,Verified — discovered on official website scan | Source: https://www.ispionline.it/en | Discovered from https://www.ispionline.it/en via fetch.
064-facebook,ISPI (Italian Institute for International Political Studies),https://www.ispionline.it/en,Facebook,ISPIonline,https://www.facebook.com/ISPIonline,true,Verified — discovered on official website scan | Source: https://www.ispionline.it/en | Discovered from https://www.ispionline.it/en via fetch.
065-youtube,ISS Africa (Institute for Security Studies),https://issafrica.org,YouTube,ISSAfricaTV,https://www.youtube.com/ISSAfricaTV,true,Verified — institutional link | Source: https://issafrica.org
065-x,ISS Africa (Institute for Security Studies),https://issafrica.org,X,issafrica,https://x.com/issafrica,true,Verified — institutional link | Source: https://issafrica.org
065-linkedin,ISS Africa (Institute for Security Studies),https://issafrica.org,LinkedIn,company/institute-for-security-studies,https://www.linkedin.com/company/institute-for-security-studies,true,Verified — institutional link | Source: https://issafrica.org
065-facebook,ISS Africa (Institute for Security Studies),https://issafrica.org,Facebook,issafrica,https://www.facebook.com/issafrica,true,Verified — institutional link | Source: https://issafrica.org
066-youtube,ITIF (Information Technology and Innovation Foundation),https://itif.org,YouTube,@itif,https://www.youtube.com/@itif,true,Verified — institutional link | Source: https://itif.org
066-x,ITIF (Information Technology and Innovation Foundation),https://itif.org,X,ITIFdc,https://x.com/ITIFdc,true,Verified — institutional link | Source: https://itif.org
066-linkedin,ITIF (Information Technology and Innovation Foundation),https://itif.org,LinkedIn,company/information-technology-and-innovation-foundation,https://www.linkedin.com/company/information-technology-and-innovation-foundation,true,Verified — institutional link | Source: https://itif.org
