run_id,captured_date,name,website,youtube_count,youtube_raw,youtube_precision,youtube_status,youtube_source,x_count,x_raw,x_precision,x_status,x_source,linkedin_count,linkedin_raw,linkedin_precision,linkedin_status,linkedin_source,instagram_count,instagram_raw,instagram_precision,instagram_status,instagram_source,facebook_count,facebook_raw,facebook_precision,facebook_status,facebook_source,last_captured_at
2026-09-16_09-25-17-709,2026-09-16,Association for Democratic Reforms,https://adrindia.org,9100,9.1K,rounded_public,collected,https://www.youtube.com/user/adrspeaks,27269,27269,exact_public,collected,https://x.com/adrspeaks,3777,"3,777",exact_public,collected,https://www.linkedin.com/company/association-for-democratic-reforms,2691,2691,exact_public,collected,https://www.instagram.com/adrspeaks,64703,"64,703",exact_public,collected,https://www.facebook.com/adr.new,2026-09-16T09:28:24.672Z
2026-09-16_11-23-18-360,2026-09-16,Association for Democratic Reforms,https://adrindia.org,,,,,,27270,27270,exact_public,collected,https://x.com/adrspeaks,,,,,,,,,,,,,,,,2026-09-16T11:23:26.965Z
2026-09-16_09-00-36-892,2026-09-16,Atlantic Council,https://www.atlanticcouncil.org,,,,,,225457,225457,exact_public,collected,https://x.com/atlanticcouncil,,,,,,,,,,,,,,,,2026-09-16T09:00:47.544Z
2026-09-16_09-25-17-709,2026-09-16,Atlantic Council,https://www.atlanticcouncil.org,126000,126K,rounded_public,collected,https://www.youtube.com/atlanticcouncil,225459,225459,exact_public,collected,https://x.com/atlanticcouncil,179962,"179,962",exact_public,collected,https://www.linkedin.com/company/atlantic-council,47701,47701,exact_public,collected,https://www.instagram.com/atlanticcouncil,66156,"66,156",exact_public,collected,https://www.facebook.com/AtlanticCouncil/,2026-09-16T09:29:05.517Z
2026-09-16_11-23-18-360,2026-09-16,Atlantic Council,https://www.atlanticcouncil.org,,,,,,225459,225459,exact_public,collected,https://x.com/atlanticcouncil,,,,,,,,,,,,,,,,2026-09-16T11:23:29.073Z
2026-09-16_09-00-36-892,2026-09-16,Atlantic Council Africa Center,https://www.atlanticcouncil.org/programs/africa-center/,,,,,,10734,10734,exact_public,collected,https://x.com/acafricacenter,,,,,,,,,,,,,,,,2026-09-16T09:00:38.998Z
2026-09-16_09-25-17-709,2026-09-16,Atlantic Council Africa Center,https://www.atlanticcouncil.org/programs/africa-center/,,,,,,10734,10734,exact_public,collected,https://x.com/acafricacenter,2672,"2,672",exact_public,collected,https://www.linkedin.com/showcase/atlantic-council-africa-center,,,,,,,,,,,2026-09-16T09:26:18.933Z
2026-09-16_11-23-18-360,2026-09-16,Atlantic Council Africa Center,https://www.atlanticcouncil.org/programs/africa-center/,,,,,,10734,10734,exact_public,collected,https://x.com/acafricacenter,,,,,,,,,,,,,,,,2026-09-16T11:23:20.592Z
2026-09-16_09-25-17-709,2026-09-16,Belfer Center,https://www.belfercenter.org,37100,37.1K,rounded_public,collected,https://www.youtube.com/user/BelferCenter,,,,,,37931,"37,931",exact_public,collected,https://www.linkedin.com/company/belfercenter,6770,6770,exact_public,collected,https://www.instagram.com/belfercenter,,,,count_not_found,https://www.facebook.com/belfercenter,2026-09-16T09:29:43.360Z
2026-09-16_09-00-36-892,2026-09-16,Bipartisan Policy Center,https://bipartisanpolicy.org,,,,,,34377,34377,exact_public,collected,https://x.com/BPC_Bipartisan,,,,,,,,,,,,,,,,2026-09-16T09:00:49.583Z
2026-09-16_09-25-17-709,2026-09-16,Bipartisan Policy Center,https://bipartisanpolicy.org,5810,5.81K,rounded_public,collected,https://www.youtube.com/channel/UCr1L-KDu5MZMPpmV-gr48fQ,34377,34377,exact_public,collected,https://x.com/BPC_Bipartisan,31130,"31,130",exact_public,collected,https://www.linkedin.com/company/bipartisan-policy-center,5670,5670,exact_public,collected,https://www.instagram.com/bpc_bipartisan,17816,"17,816",exact_public,collected,https://www.facebook.com/BipartisanPolicyCenter,2026-09-16T09:30:23.466Z
2026-09-16_11-23-18-360,2026-09-16,Bipartisan Policy Center,https://bipartisanpolicy.org,,,,,,34377,34377,exact_public,collected,https://x.com/BPC_Bipartisan,,,,,,,,,,,,,,,,2026-09-16T11:23:31.166Z
2026-09-16_09-00-36-892,2026-09-16,Brookings,https://www.brookings.edu,,,,,,449418,449418,exact_public,collected,https://x.com/BrookingsInst,,,,,,,,,,,,,,,,2026-09-16T09:00:51.854Z
2026-09-16_09-25-17-709,2026-09-16,Brookings,https://www.brookings.edu,172000,172K,rounded_public,collected,https://www.youtube.com/user/BrookingsInstitution,449420,449420,exact_public,collected,https://x.com/BrookingsInst,282348,"282,348",exact_public,collected,https://www.linkedin.com/company/the-brookings-institution,78417,78417,exact_public,collected,https://www.instagram.com/brookingsinst,404823,"404,823",exact_public,collected,https://www.facebook.com/brookings,2026-09-16T09:31:04.983Z
2026-09-16_11-23-18-360,2026-09-16,Brookings,https://www.brookings.edu,,,,,,449385,449385,exact_public,collected,https://x.com/BrookingsInst,,,,,,,,,,,,,,,,2026-09-16T11:23:33.337Z
2026-09-16_09-25-17-709,2026-09-16,Bruegel,https://www.bruegel.org,5880,5.88K,rounded_public,collected,https://www.youtube.com/user/BruegelTV,,,,,,49663,"49,663",exact_public,collected,https://www.linkedin.com/company/bruegel,2313,2313,exact_public,collected,https://www.instagram.com/bruegel_thinktank,,,,,,2026-09-16T09:31:30.605Z
2026-09-16_09-00-36-892,2026-09-16,Carnegie Endowment for International Peace,https://carnegieendowment.org,,,,,,263988,263988,exact_public,collected,https://x.com/CarnegieEndow,,,,,,,,,,,,,,,,2026-09-16T09:00:54.013Z
2026-09-16_09-25-17-709,2026-09-16,Carnegie Endowment for International Peace,https://carnegieendowment.org,85900,85.9K,rounded_public,collected,https://www.youtube.com/CarnegieEndowment,263988,263988,exact_public,collected,https://x.com/CarnegieEndow,105725,"105,725",exact_public,collected,https://www.linkedin.com/company/carnegieendowment,32780,32780,exact_public,collected,https://www.instagram.com/carnegieendow,224953,"224,953",exact_public,collected,https://www.facebook.com/carnegieendowment,2026-09-16T09:32:10.234Z
2026-09-16_11-23-18-360,2026-09-16,Carnegie Endowment for International Peace,https://carnegieendowment.org,,,,,,263990,263990,exact_public,collected,https://x.com/CarnegieEndow,,,,,,,,,,,,,,,,2026-09-16T11:23:35.330Z
2026-09-16_09-25-17-709,2026-09-16,Cato Institute,https://www.cato.org,107000,107K,rounded_public,collected,https://www.youtube.com/channel/UCyl7zwI6giPG6zC3uC8GGVg,,,,,,68282,"68,282",exact_public,collected,https://www.linkedin.com/company/cato-institute,,,,,,,,,,,2026-09-16T09:32:33.927Z
2026-09-16_09-00-36-892,2026-09-16,Center for a New American Security,https://www.cnas.org,,,,,,64441,64441,exact_public,collected,https://x.com/cnasdc,,,,,,,,,,,,,,,,2026-09-16T09:00:56.002Z
2026-09-16_09-25-17-709,2026-09-16,Center for a New American Security,https://www.cnas.org,12300,12.3K,rounded_public,collected,https://www.youtube.com/user/CNASdc,64441,64441,exact_public,collected,https://x.com/cnasdc,34979,"34,979",exact_public,collected,https://www.linkedin.com/company/center-for-a-new-american-security,2189,2189,exact_public,collected,https://www.instagram.com/cnasdc,14352,"14,352",exact_public,collected,https://www.facebook.com/CNASdc,2026-09-16T09:33:29.529Z
2026-09-16_11-23-18-360,2026-09-16,Center for a New American Security,https://www.cnas.org,,,,,,64442,64442,exact_public,collected,https://x.com/cnasdc,,,,,,,,,,,,,,,,2026-09-16T11:23:37.163Z
2026-09-16_09-00-36-892,2026-09-16,Centre for Air Power Studies,https://capsindia.org,,,,,,9187,9187,exact_public,collected,https://x.com/caps_india,,,,,,,,,,,,,,,,2026-09-16T09:00:58.838Z
2026-09-16_09-25-17-709,2026-09-16,Centre for Air Power Studies,https://capsindia.org,,,,,,9187,9187,exact_public,collected,https://x.com/caps_india,,,,count_not_found,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQEXHgzpwlOU5AAAAaCpkLRgIUs0vE005RXe3A083ofLL_GXpeB9oZ3lozhEn03mWocmgb2w1gmw3FbzihcRmw_4i9c-khxokrPcKxE2IQTy0aLphu6ddgN5vWzUoo8GTjLyPXI=&original_referer=&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fin%2Fcentre-for-air-power-studies-caps-4216ab82,,,,,,,,,,,2026-09-16T09:33:44.092Z
2026-09-16_11-23-18-360,2026-09-16,Centre for Air Power Studies,https://capsindia.org,,,,,,9187,9187,exact_public,collected,https://x.com/caps_india,,,,,,,,,,,,,,,,2026-09-16T11:23:39.183Z
2026-09-16_09-00-36-892,2026-09-16,Centre for Budget and Governance Accountability,https://www.cbgaindia.org,,,,,,1735,1735,exact_public,collected,https://x.com/CBGAIndia,,,,,,,,,,,,,,,,2026-09-16T09:01:00.741Z
2026-09-16_09-25-17-709,2026-09-16,Centre for Budget and Governance Accountability,https://www.cbgaindia.org,369,369,exact_public,collected,https://www.youtube.com/channel/UCIve0XhNPeY5on7UPjQeRtg,1735,1735,exact_public,collected,https://x.com/CBGAIndia,3071,"3,071",exact_public,collected,https://www.linkedin.com/company/cbgaindia,,,,,,2035,"2,035",exact_public,collected,https://www.facebook.com/CBGAIndia,2026-09-16T09:34:06.733Z
2026-09-16_11-23-18-360,2026-09-16,Centre for Budget and Governance Accountability,https://www.cbgaindia.org,,,,,,1735,1735,exact_public,collected,https://x.com/CBGAIndia,,,,,,,,,,,,,,,,2026-09-16T11:23:41.263Z
2026-09-16_09-00-36-892,2026-09-16,Centre for Budget and Policy Studies,https://cbps.in,,,,,,533,533,exact_public,collected,https://x.com/CbpsBlr,,,,,,,,,,,,,,,,2026-09-16T09:01:03.040Z
2026-09-16_09-25-17-709,2026-09-16,Centre for Budget and Policy Studies,https://cbps.in,240,240,exact_public,collected,https://www.youtube.com/user/CBPSMedia,533,533,exact_public,collected,https://x.com/CbpsBlr,7834,"7,834",exact_public,collected,https://www.linkedin.com/company/cbpsblr,392,392,exact_public,collected,https://www.instagram.com/cbpsblr,2724,"2,724",exact_public,collected,https://www.facebook.com/cbpsblr,2026-09-16T09:34:46.891Z
2026-09-16_11-23-18-360,2026-09-16,Centre for Budget and Policy Studies,https://cbps.in,,,,,,534,534,exact_public,collected,https://x.com/CbpsBlr,,,,,,,,,,,,,,,,2026-09-16T11:23:43.328Z
2026-09-16_09-00-36-892,2026-09-16,Centre for Civil Society,https://ccs.in,,,,,,10205,10205,exact_public,collected,https://x.com/ccsindia,,,,,,,,,,,,,,,,2026-09-16T09:01:04.967Z
2026-09-16_09-25-17-709,2026-09-16,Centre for Civil Society,https://ccs.in,8600,8.6K,rounded_public,collected,https://www.youtube.com/c/ccsindiatv,10205,10205,exact_public,collected,https://x.com/ccsindia,69954,"69,954",exact_public,collected,https://www.linkedin.com/company/ccsindia,10970,10970,exact_public,collected,https://www.instagram.com/ccsindia,146160,"146,160",exact_public,collected,https://www.facebook.com/ccsindia,2026-09-16T09:35:27.894Z
2026-09-16_11-23-18-360,2026-09-16,Centre for Civil Society,https://ccs.in,,,,,,10205,10205,exact_public,collected,https://x.com/ccsindia,,,,,,,,,,,,,,,,2026-09-16T11:23:45.089Z
2026-09-16_09-00-36-892,2026-09-16,Centre for Development Studies,https://cds.edu,,,,,,837,837,exact_public,collected,https://x.com/CdsTrivandrum,,,,,,,,,,,,,,,,2026-09-16T09:01:06.850Z
2026-09-16_09-25-17-709,2026-09-16,Centre for Development Studies,https://cds.edu,1200,1.2K,rounded_public,collected,https://www.youtube.com/cdskeral,837,837,exact_public,collected,https://x.com/CdsTrivandrum,,,,count_not_found,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQF5e8lSmL1bwgAAAaCpkrQYnC2NyfjSkFYsPEnijGSaT-Pw6Eb5mH-AEVMERLmURAIdslmv-6a401LSPmVS5RjDZxRWb5XNXS-IsHzQcLs5rc7nmJjfZBWPadzW7qz2apdcDOQ=&original_referer=&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fin%2Fcds-centre-for-development-studies-a69046323,,,,,,,,,count_not_found,https://www.facebook.com/groups/161461153897391,2026-09-16T09:36:17.816Z
2026-09-16_11-23-18-360,2026-09-16,Centre for Development Studies,https://cds.edu,,,,,,837,837,exact_public,collected,https://x.com/CdsTrivandrum,,,,,,,,,,,,,,,,2026-09-16T11:23:46.865Z
2026-09-16_09-00-36-892,2026-09-16,Centre for Gender and Politics,https://www.cgaps.org,,,,,,786,786,exact_public,collected,https://x.com/cgap_sa,,,,,,,,,,,,,,,,2026-09-16T09:01:08.789Z
2026-09-16_09-25-17-709,2026-09-16,Centre for Gender and Politics,https://www.cgaps.org,64,64,exact_public,collected,https://www.youtube.com/@cgapsouthasia,786,786,exact_public,collected,https://x.com/cgap_sa,10944,"10,944",exact_public,collected,https://www.linkedin.com/company/cgap,837,837,exact_public,collected,https://www.instagram.com/cgapsouthasia,,,,,,2026-09-16T09:36:50.731Z
2026-09-16_11-23-18-360,2026-09-16,Centre for Gender and Politics,https://www.cgaps.org,,,,,,786,786,exact_public,collected,https://x.com/cgap_sa,,,,,,,,,,,,,,,,2026-09-16T11:23:48.993Z
2026-09-16_09-25-17-709,2026-09-16,Centre for Land Warfare Studies (CLAWS),https://www.claws.in,14400,14.4K,rounded_public,collected,https://www.youtube.com/channel/UCi8jLGp-l1_SIS7Oc1z4yRA,,,,,,15557,"15,557",exact_public,collected,https://www.linkedin.com/company/centre-for-land-warfare-studies-claws,,,,,,,,,,,2026-09-16T09:37:14.967Z
2026-09-16_09-00-36-892,2026-09-16,Centre for Policy Research,https://cprindia.org,,,,,,64389,64389,exact_public,collected,https://x.com/CPR_India,,,,,,,,,,,,,,,,2026-09-16T09:01:10.748Z
2026-09-16_09-25-17-709,2026-09-16,Centre for Policy Research,https://cprindia.org,23200,23.2K,rounded_public,collected,https://www.youtube.com/channel/UCT0LvSYjYr2gmUDhx7Z3wtw,64389,64389,exact_public,collected,https://x.com/CPR_India,137599,"137,599",exact_public,collected,https://www.linkedin.com/company/centre-for-policy-research,20697,20697,exact_public,collected,https://www.instagram.com/cpr_india,17688,"17,688",exact_public,collected,https://www.facebook.com/CentreforPolicyResearch,2026-09-16T09:38:00.076Z
2026-09-16_11-23-18-360,2026-09-16,Centre for Policy Research,https://cprindia.org,,,,,,64392,64392,exact_public,collected,https://x.com/CPR_India,,,,,,,,,,,,,,,,2026-09-16T11:23:50.763Z
2026-09-16_09-25-17-709,2026-09-16,Centre for Public Policy,https://www.iimb.ac.in/centres-of-excellence/cpp,,,,,,,,,,,1716,"1,716",exact_public,collected,https://www.linkedin.com/company/cpp-iimb,,,,,,,,,,,2026-09-16T09:38:13.904Z
2026-09-16_09-00-36-892,2026-09-16,Centre for Public Policy Research,https://www.cppr.in,,,,,,2775,2775,exact_public,collected,https://x.com/CPPRIndia,,,,,,,,,,,,,,,,2026-09-16T09:01:12.901Z
2026-09-16_09-25-17-709,2026-09-16,Centre for Public Policy Research,https://www.cppr.in,2580,2.58K,rounded_public,collected,https://www.youtube.com/user/CPPRIndia,2774,2774,exact_public,collected,https://x.com/CPPRIndia,118990,"118,990",exact_public,collected,https://www.linkedin.com/company/cpprindia,2605,2605,exact_public,collected,https://www.instagram.com/cpprindia,11719,"11,719",exact_public,collected,https://www.facebook.com/cpprindia,2026-09-16T09:38:42.554Z
2026-09-16_11-23-18-360,2026-09-16,Centre for Public Policy Research,https://www.cppr.in,,,,,,2774,2774,exact_public,collected,https://x.com/CPPRIndia,,,,,,,,,,,,,,,,2026-09-16T11:23:52.862Z
2026-09-16_09-00-36-892,2026-09-16,Centre for Social and Economic Progress,https://csep.org,,,,,,44157,44157,exact_public,collected,https://x.com/CSEP_Org,,,,,,,,,,,,,,,,2026-09-16T09:01:15.261Z
2026-09-16_09-25-17-709,2026-09-16,Centre for Social and Economic Progress,https://csep.org,10200,10.2K,rounded_public,collected,https://www.youtube.com/channel/UCB-HDsHu8v-7e_UvAJBW5OQ,44157,44157,exact_public,collected,https://x.com/CSEP_Org,87658,"87,658",exact_public,collected,https://www.linkedin.com/company/csep-org,,,,,,8253,"8,253",exact_public,collected,https://www.facebook.com/csepresearch,2026-09-16T09:39:10.533Z
2026-09-16_11-23-18-360,2026-09-16,Centre for Social and Economic Progress,https://csep.org,,,,,,44157,44157,exact_public,collected,https://x.com/CSEP_Org,,,,,,,,,,,,,,,,2026-09-16T11:23:54.786Z
2026-09-16_09-00-36-892,2026-09-16,"Centre for Study of Science, Technology and Policy",https://cstep.in,,,,,,4470,4470,exact_public,collected,https://x.com/CSTEP_India,,,,,,,,,,,,,,,,2026-09-16T09:01:17.481Z
2026-09-16_09-25-17-709,2026-09-16,"Centre for Study of Science, Technology and Policy",https://cstep.in,962,962,exact_public,collected,https://www.youtube.com/channel/UCROj7dD9PqkZj4My5En829A,4470,4470,exact_public,collected,https://x.com/CSTEP_India,27243,"27,243",exact_public,collected,https://www.linkedin.com/company/cstep,1186,1186,exact_public,collected,https://www.instagram.com/cstep_ind,,,,,,2026-09-16T09:39:39.000Z
2026-09-16_11-23-18-360,2026-09-16,"Centre for Study of Science, Technology and Policy",https://cstep.in,,,,,,4470,4470,exact_public,collected,https://x.com/CSTEP_India,,,,,,,,,,,,,,,,2026-09-16T11:23:56.947Z
2026-09-16_09-00-36-892,2026-09-16,Centre for the Study of Developing Societies,https://www.csds.in,,,,,,11595,11595,exact_public,collected,https://x.com/csdsdelhi,,,,,,,,,,,,,,,,2026-09-16T09:01:19.628Z
2026-09-16_09-25-17-709,2026-09-16,Centre for the Study of Developing Societies,https://www.csds.in,6760,6.76K,rounded_public,collected,https://www.youtube.com/csdsdelhi,11595,11595,exact_public,collected,https://x.com/csdsdelhi,,,,count_not_found,https://www.linkedin.com/in/csds-delhi-450319214,,,,,,12879,"12,879",exact_public,collected,https://www.facebook.com/csdsdelhi,2026-09-16T09:40:12.614Z
2026-09-16_11-23-18-360,2026-09-16,Centre for the Study of Developing Societies,https://www.csds.in,,,,,,11594,11594,exact_public,collected,https://x.com/csdsdelhi,,,,,,,,,,,,,,,,2026-09-16T11:23:58.874Z
2026-09-16_09-00-36-892,2026-09-16,CEPA (Center for European Policy Analysis),https://cepa.org,,,,,,66773,66773,exact_public,collected,https://x.com/cepa,,,,,,,,,,,,,,,,2026-09-16T09:01:21.633Z
2026-09-16_09-25-17-709,2026-09-16,CEPA (Center for European Policy Analysis),https://cepa.org,4330,4.33K,rounded_public,collected,https://www.youtube.com/channel/UCiYaHwnU8S_pXYFDLM6RXGw,66774,66774,exact_public,collected,https://x.com/cepa,92721,"92,721",exact_public,collected,https://www.linkedin.com/company/center-for-european-policy-analysis,4207,4207,exact_public,collected,https://www.instagram.com/cepaorg,16027,"16,027",exact_public,collected,https://www.facebook.com/CenterforEuropeanPolicyAnalysis,2026-09-16T09:41:00.666Z
2026-09-16_11-23-18-360,2026-09-16,CEPA (Center for European Policy Analysis),https://cepa.org,,,,,,66773,66773,exact_public,collected,https://x.com/cepa,,,,,,,,,,,,,,,,2026-09-16T11:24:02.037Z
2026-09-16_09-00-36-892,2026-09-16,CEPR (Center for Economic and Policy Research),https://cepr.net,,,,,,48359,48359,exact_public,collected,https://x.com/ceprdc,,,,,,,,,,,,,,,,2026-09-16T09:01:23.979Z
2026-09-16_09-25-17-709,2026-09-16,CEPR (Center for Economic and Policy Research),https://cepr.net,5910,5.91K,rounded_public,collected,https://www.youtube.com/channel/UCQ5-7CUfHe7mZGR7alIOsxA,48359,48359,exact_public,collected,https://x.com/ceprdc,27645,"27,645",exact_public,collected,https://www.linkedin.com/company/center-for-economic-and-policy-research,1600,1600,exact_public,collected,https://www.instagram.com/ceprdc/,62771,"62,771",exact_public,collected,https://www.facebook.com/CEPRDC/,2026-09-16T09:41:39.252Z
2026-09-16_11-23-18-360,2026-09-16,CEPR (Center for Economic and Policy Research),https://cepr.net,,,,,,48359,48359,exact_public,collected,https://x.com/ceprdc,,,,,,,,,,,,,,,,2026-09-16T11:24:04.163Z
2026-09-16_09-00-36-892,2026-09-16,CEPS (Centre for European Policy Studies),https://www.ceps.eu,,,,,,59069,59069,exact_public,collected,https://x.com/CEPS_thinktank,,,,,,,,,,,,,,,,2026-09-16T09:01:26.203Z
2026-09-16_09-25-17-709,2026-09-16,CEPS (Centre for European Policy Studies),https://www.ceps.eu,3000,3K,rounded_public,collected,https://www.youtube.com/channel/UCBX-oXE3mC8LGnrRIhCRI7A,59070,59070,exact_public,collected,https://x.com/CEPS_thinktank,95368,"95,368",exact_public,collected,https://www.linkedin.com/company/ceps,,,,,,,,,,,2026-09-16T09:42:06.805Z
2026-09-16_11-23-18-360,2026-09-16,CEPS (Centre for European Policy Studies),https://www.ceps.eu,,,,,,59070,59070,exact_public,collected,https://x.com/CEPS_thinktank,,,,,,,,,,,,,,,,2026-09-16T11:24:05.953Z
2026-09-16_09-00-36-892,2026-09-16,CFR (Council on Foreign Relations),https://www.cfr.org,,,,,,578388,578388,exact_public,collected,https://x.com/CFR_org,,,,,,,,,,,,,,,,2026-09-16T09:01:28.406Z
2026-09-16_09-25-17-709,2026-09-16,CFR (Council on Foreign Relations),https://www.cfr.org,342000,342K,rounded_public,collected,https://www.youtube.com/cfr,578390,578390,exact_public,collected,https://x.com/CFR_org,432402,"432,402",exact_public,collected,https://www.linkedin.com/company/council-on-foreign-relations,168265,168265,exact_public,collected,https://www.instagram.com/cfr_org,499794,"499,794",exact_public,collected,https://www.facebook.com/councilonforeignrelations,2026-09-16T09:42:36.553Z
2026-09-16_11-23-18-360,2026-09-16,CFR (Council on Foreign Relations),https://www.cfr.org,,,,,,578363,578363,exact_public,collected,https://x.com/CFR_org,,,,,,,,,,,,,,,,2026-09-16T11:24:07.754Z
2026-09-16_09-00-36-892,2026-09-16,Chatham House,https://www.chathamhouse.org,,,,,,313560,313560,exact_public,collected,https://x.com/ChathamHouse,,,,,,,,,,,,,,,,2026-09-16T09:01:30.333Z
2026-09-16_09-25-17-709,2026-09-16,Chatham House,https://www.chathamhouse.org,101000,101K,rounded_public,collected,https://www.youtube.com/user/ChathamHouse10,313560,313560,exact_public,collected,https://x.com/ChathamHouse,,,,count_not_found,https://www.linkedin.com/login/?session_redirect=%2Fcompany%2F473772,137227,137227,exact_public,collected,https://www.instagram.com/chathamhouse_org,166541,"166,541",exact_public,collected,https://www.facebook.com/ChathamHouse,2026-09-16T09:43:27.892Z
2026-09-16_11-23-18-360,2026-09-16,Chatham House,https://www.chathamhouse.org,,,,,,313564,313564,exact_public,collected,https://x.com/ChathamHouse,,,,,,,,,,,,,,,,2026-09-16T11:24:09.815Z
2026-09-16_09-00-36-892,2026-09-16,Chennai Centre for China Studies,https://www.c3sindia.org,,,,,,,,,count_not_found,https://x.com/c3schennai,,,,,,,,,,,,,,,,2026-09-16T09:01:32.550Z
2026-09-16_09-25-17-709,2026-09-16,Chennai Centre for China Studies,https://www.c3sindia.org,668,668,exact_public,collected,https://www.youtube.com/channel/UCGD84-2OKUfrbkOHqssBstw,,,,count_not_found,https://x.com/c3schennai,,,,count_not_found,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQGfdrADLCT-AwAAAaCpmkmAn56Ezpju52mLGhZdZhg5BLqlgo8bFAYtxortAwOq1muHpza5HbF4H7pZeIjtoPY0RvL6SwLRpXjScQyZrcez9MnSxNZIdOp9kQE2d2xfk4sSyJ0=&original_referer=&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fin%2Fc3s-chennai-centre-for-china-studies-9aa224171,,,,count_not_found,https://www.instagram.com/c3s.10,1384,"1,384",exact_public,collected,https://www.facebook.com/c3sindia,2026-09-16T09:44:48.036Z
2026-09-16_11-23-18-360,2026-09-16,Chennai Centre for China Studies,https://www.c3sindia.org,,,,,,,,,count_not_found,https://x.com/c3schennai,,,,,,,,,,,,,,,,2026-09-16T11:24:12.086Z
2026-09-16_09-00-36-892,2026-09-16,Climate Policy Initiative,https://www.climatepolicyinitiative.org,,,,,,13804,13804,exact_public,collected,https://x.com/climatepolicy,,,,,,,,,,,,,,,,2026-09-16T09:01:42.356Z
